country,threshold,area_Mha,region,subregion,FAO_2000_Mha,deviation_Mha,deviation_%,GLC_Mha,deviation_GLC_Mha,deviation_GLC_%
Bulgaria,20,4.298219105149225,Europe,Eastern Europe,3.375,0.9232191051492249,27.354640152569626,4.610492183819118,-0.31227307866989307,6.773096368449334
Bulgaria,30,4.1144517619878,Europe,Eastern Europe,3.375,0.7394517619877998,21.909681836675553,4.610492183819118,-0.49604042183131813,10.758947245853939
Bulgaria,40,3.958659004943309,Europe,Eastern Europe,3.375,0.5836590049433088,17.29360014646841,4.610492183819118,-0.6518331788758092,14.138038909673648
Bulgaria,50,3.8329025723338823,Europe,Eastern Europe,3.375,0.4579025723338823,13.567483624707624,4.610492183819118,-0.7775896114852356,16.865652960311852
Burkina Faso,10,3.3821995975514616,Africa,West Africa,6.378,-2.9958004024485385,46.97084356300625,3.513762430753219,-0.13156283320175755,3.7442153758117165
Burkina Faso,20,0.0163525901708222,Africa,West Africa,6.378,-6.361647409829178,99.74360943601722,3.513762430753219,-3.497409840582397,99.5346130965571
Burkina Faso,30,0.00012696892027647732,Africa,West Africa,6.378,-6.377873031079724,99.99800926747764,3.513762430753219,-3.513635461832943,99.99638652519121
Burkina Faso,40,2.9292540338134777e-05,Africa,West Africa,6.378,-6.377970707459662,99.99954072530043,3.513762430753219,-3.513733138212881,99.99916634829714
Burkina Faso,50,5.876804614257811e-06,Africa,West Africa,6.378,-6.377994123195386,99.99990785819043,3.513762430753219,-3.513756553948605,99.99983274894846
Burma,10,44.88369166157402,Asia and the Pacific,Southeast Asia,34.868,10.015691661574017,28.7245946471665,43.229085626239545,1.6546060353344743,3.827529570345915
Burma,20,43.78752745213029,Asia and the Pacific,Southeast Asia,34.868,8.91952745213029,25.58084046154149,43.229085626239545,0.5584418258907462,1.2918196575311753
Burma,30,42.66772441720623,Asia and the Pacific,Southeast Asia,34.868,7.799724417206228,22.369291089842342,43.229085626239545,-0.5613612090333149,1.2985729420392258
Burma,40,41.71717335189354,Asia and the Pacific,Southeast Asia,34.868,6.8491733518935405,19.64314945478244,43.229085626239545,-1.5119122743460025,3.4974421791338783
Burma,50,39.59067935514697,Asia and the Pacific,Southeast Asia,34.868,4.7226793551469655,13.544451517571886,43.229085626239545,-3.6384062710925775,8.416570043952325
Burundi,10,2.2839018064088394,Africa,East Africa,0.194,2.0899018064088395,1077.2689723756905,1.168325897963712,1.1155759084451276,95.48499356125522
Burundi,20,1.293251320053673,Africa,East Africa,0.194,1.099251320053673,566.6243917802439,1.168325897963712,0.12492542208996116,10.692686202342605
Burundi,30,0.5366822051745025,Africa,East Africa,0.194,0.3426822051745025,176.64031194561986,1.168325897963712,-0.6316436927892094,54.063998229441644
Burundi,40,0.3175510539792622,Africa,East Africa,0.194,0.1235510539792622,63.68611029858876,1.168325897963712,-0.8507748439844497,72.81999358802835
Burundi,50,0.1410707177318337,Africa,East Africa,0.194,-0.05292928226816632,27.283135189776452,1.168325897963712,-1.0272551802318781,87.92539667418933
Cabo Verde,10,0.0111463880802676,Africa,West Africa,0.038,-0.0268536119197324,70.66739978876949,0.0006813783662503,0.0104650097140173,1535.8588168285114
Cabo Verde,20,0.0084337247282652,Africa,West Africa,0.038,-0.029566275271734797,77.80598755719683,0.0006813783662503,0.0077523463620149,1137.7447165921797
Cabo Verde,30,0.0073542591558555,Africa,West Africa,0.038,-0.0306457408441445,80.64668643195921,0.0006813783662503,0.0066728807896052,979.3209059933611
Cabo Verde,40,0.0071129993371075,Africa,West Africa,0.038,-0.0308870006628925,81.28158069182237,0.0006813783662503,0.0064316209708572,943.913292441484
Cabo Verde,50,0.0037366388080049,Africa,West Africa,0.038,-0.0342633611919951,90.16673997893447,0.0006813783662503,0.0030552604417546,448.39410716369434
Cambodia,10,10.292989855229663,Asia and the Pacific,Southeast Asia,10.781,-0.4880101447703371,4.526575872092914,10.184274274206368,0.10871558102329537,1.0674848113491846
Cambodia,20,9.484213064101096,Asia and the Pacific,Southeast Asia,10.781,-1.2967869358989041,12.028447601325517,10.184274274206368,-0.7000612101052717,6.873943015049303
Cambodia,30,8.811921866907674,Asia and the Pacific,Southeast Asia,10.781,-1.9690781330923262,18.26433663938713,10.184274274206368,-1.3723524072986937,13.47521060753872
Cambodia,40,8.327958501593345,Asia and the Pacific,Southeast Asia,10.781,-2.4530414984066553,22.753376295396116,10.184274274206368,-1.8563157726130228,18.227275922001624
Cambodia,50,7.491060043854504,Asia and the Pacific,Southeast Asia,10.781,-3.2899399561454965,30.516092720021298,10.184274274206368,-2.693214230351864,26.444832079718694
Cameroon,10,41.71439182286021,Africa,Central Africa,21.597,20.117391822860206,93.14901061656806,39.216737099981,2.4976547228792043,6.368848883351935
Cameroon,20,36.9435252842927,Africa,Central Africa,21.597,15.346525284292696,71.05859741766308,39.216737099981,-2.273211815688306,5.796534805771506
Cameroon,30,31.428053450627747,Africa,Central Africa,21.597,9.831053450627746,45.52045863141985,39.216737099981,-7.788683649353256,19.86061111993182
Cameroon,40,28.810345756347587,Africa,Central Africa,21.597,7.213345756347586,33.39975809764127,39.216737099981,-10.406391343633416,26.53558687736532
Cameroon,50,25.247377607578667,Africa,Central Africa,21.597,3.6503776075786654,16.902243865252885,39.216737099981,-13.969359492402337,35.6209122058987
Canada,10,470.58910977718295,Americas,North America,360.305,110.28410977718295,30.608542700540635,447.4006511003424,23.188458676840582,5.182929130704352
Canada,20,441.38005125883757,Americas,North America,360.305,81.07505125883756,22.501783560826954,447.4006511003424,-6.020599841504804,1.3456841930599948
Canada,30,417.70445695080025,Americas,North America,360.305,57.39945695080024,15.930796672485878,447.4006511003424,-29.696194149542123,6.637494620650855
Canada,40,389.2726370236999,Americas,North America,360.305,28.967637023699865,8.039754381343545,447.4006511003424,-58.1280140766425,12.99238477496217
Canada,50,323.6437529292114,Americas,North America,360.305,-36.66124707078859,10.175059205614296,447.4006511003424,-123.75689817113096,27.661313828391133
Central African Rep,10,60.048535136391735,Africa,Central Africa,46.085,13.963535136391734,30.299522917200246,56.31605760429871,3.7324775320930215,6.627732286089774
Central African Rep,20,54.94643036752058,Africa,Central Africa,46.085,8.861430367520576,19.228448231573346,56.31605760429871,-1.3696272367781361,2.432036784964134
Central African Rep,30,47.07367835559164,Africa,Central Africa,46.085,0.9886783555916381,2.1453365641567497,56.31605760429871,-9.242379248707074,16.41162333068142
Central African Rep,40,41.81942288129241,Africa,Central Africa,46.085,-4.26557711870759,9.25589046046998,56.31605760429871,-14.496634723006302,25.741565265214422
Central African Rep,50,30.78394677493149,Africa,Central Africa,46.085,-15.301053225068511,33.20180801794187,56.31605760429871,-25.532110829367223,45.33717720222359
Chad,10,13.103521128305031,Africa,West Africa,6.353,6.7505211283050315,106.25721908240251,3.682123121323628,9.421398006981404,255.86863058491795
Chad,20,1.8864281286651463,Africa,West Africa,6.353,-4.466571871334853,70.30649884046676,3.682123121323628,-1.7956949926584815,48.767923654138315
Chad,30,0.4087064422485289,Africa,West Africa,6.353,-5.944293557751471,93.56671742092666,3.682123121323628,-3.273416679075099,88.90025051357844
Chad,40,0.1219882053456242,Africa,West Africa,6.353,-6.231011794654376,98.07983306554976,3.682123121323628,-3.560134915978004,96.68701449337271
Chad,50,0.0072775535768749,Africa,West Africa,6.353,-6.3457224464231246,99.8854469765957,3.682123121323628,-3.674845567746753,99.80235442061321
Chile,10,19.074887288859134,Americas,South America,17.425,1.6498872888591336,9.468506679248973,25.529926824588777,-6.455039535729643,25.284206962601107
Chile,20,18.494772605905546,Americas,South America,17.425,1.0697726059055448,6.139297594866828,25.529926824588777,-7.035154218683232,27.556499738602565
Chile,30,17.817709417438373,Americas,South America,17.425,0.39270941743837184,2.2537125821427364,25.529926824588777,-7.712217407150405,30.208537063735314
Chile,40,17.318133717751753,Americas,South America,17.425,-0.10686628224824801,0.6132928679956845,25.529926824588777,-8.211793106837025,32.16536092429359
Chile,50,16.447312973872,Americas,South America,17.425,-0.9776870261280024,5.610829418238177,25.529926824588777,-9.082613850716779,35.57634110399796
China,10,189.9461633179745,Asia and the Pacific,East Asia,177.001,12.945163317974504,7.313610272243945,229.2575123837088,-39.31134906573428,17.147245757399123
China,20,176.86947913231745,Asia and the Pacific,East Asia,177.001,-0.13152086768255344,0.0743051551587581,229.2575123837088,-52.388033251391334,22.851174082230017
