country,threshold,area_Mha,region,subregion,FAO_2000_Mha,deviation_Mha,deviation_%,bin,estimation
Portugal,20,2.651512198731277,Europe,Western Europe,3.349,-0.6974878012687231,20.82674832095321,Low (< 4 Mha),overestimated
Portugal,30,2.2900936658247915,Europe,Western Europe,3.349,-1.0589063341752087,31.618582686629104,Low (< 4 Mha),overestimated
Portugal,40,2.0256219736912087,Europe,Western Europe,3.349,-1.3233780263087915,39.51561738754229,Low (< 4 Mha),overestimated
Portugal,50,1.5783954650372392,Europe,Western Europe,3.349,-1.770604534962761,52.869648699992865,Low (< 4 Mha),overestimated
Qatar,10,0.0,Near East,West Asia,0.001,-0.001,100.0,Low (< 4 Mha),overestimated
Qatar,20,0.0,Near East,West Asia,0.001,-0.001,100.0,Low (< 4 Mha),overestimated
Qatar,30,0.0,Near East,West Asia,0.001,-0.001,100.0,Low (< 4 Mha),overestimated
Qatar,40,0.0,Near East,West Asia,0.001,-0.001,100.0,Low (< 4 Mha),overestimated
Qatar,50,0.0,Near East,West Asia,0.001,-0.001,100.0,Low (< 4 Mha),overestimated
Rep of the Congo,10,33.704369396484964,Africa,Central Africa,22.135,11.569369396484962,52.267311481748195,Medium (4-37 Mha),underestimated
Rep of the Congo,20,31.09570107926129,Africa,Central Africa,22.135,8.960701079261288,40.482046890721875,Medium (4-37 Mha),underestimated
Rep of the Congo,30,26.514459313757023,Africa,Central Africa,22.135,4.379459313757021,19.785223915776015,Medium (4-37 Mha),underestimated
Rep of the Congo,40,25.227350839337987,Africa,Central Africa,22.135,3.0923508393379855,13.970412646659069,Medium (4-37 Mha),underestimated
